# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Feb  1 19:53:56 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00031003 -1.70000 10.07918 0.6803042293 2.3682496867    0.680 -0.262  3.7716  4.571    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-14      0.00 8.252e-01 1.745e-01 4.525e-05 1.225e-05 1.113e-04 -1.000 2.690e-04 5.426 6.371 5.746 5.390 5.291 5.273 5.276
0.00031003 -1.70000 10.07918 0.6908658743 2.3735177720    0.691 -0.210  3.7770  4.547    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-14      0.00 8.306e-01 1.692e-01 4.414e-05 1.195e-05 1.087e-04 -1.000 2.120e-04 5.296 6.206 5.603 5.267 5.176 5.164 5.168
0.00031003 -1.70000 10.07918 0.6999999881 2.3779266974    0.700 -0.164  3.7816  4.525    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.61e-14      0.00 8.354e-01 1.643e-01 4.312e-05 1.168e-05 1.063e-04 -1.000 2.402e-04 5.179 6.062 5.476 5.156 5.073 5.064 5.071
0.00031003 -1.70000 10.07918 0.7014647722 2.3786214560    0.701 -0.156  3.7823  4.521    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.73e-14      0.00 8.363e-01 1.635e-01 4.292e-05 1.163e-05 1.058e-04 -1.000 2.462e-04 5.160 6.039 5.455 5.138 5.056 5.048 5.055
0.00031003 -1.70000 10.07918 0.7111073732 2.3831129833    0.711 -0.104  3.7868  4.493    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -6.61e-14      0.00 8.419e-01 1.579e-01 4.164e-05 1.132e-05 1.030e-04 -1.000 2.360e-04 5.031 5.885 5.315 5.014 4.939 4.936 4.944
0.00031003 -1.70000 10.07918 0.7195713520 2.3869416330    0.719 -0.057  3.7907  4.466    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.57e-14      0.00 8.466e-01 1.531e-01 4.056e-05 1.105e-05 1.007e-04 -1.000 2.269e-04 4.911 5.745 5.186 4.899 4.831 4.832 4.841
0.00031003 -1.70000 10.07918 0.7279286385 2.3906217328    0.727 -0.007  3.7945  4.437    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.72e-14      0.00 8.510e-01 1.488e-01 3.957e-05 1.081e-05 9.859e-05 -1.000 2.137e-04 4.787 5.603 5.053 4.780 4.717 4.721 4.732
0.00031003 -1.70000 10.07918 0.7351065874 2.3937058175    0.735  0.038  3.7976  4.408    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -9.94e-14      0.00 8.545e-01 1.453e-01 3.880e-05 1.063e-05 9.695e-05 -1.000 2.095e-04 4.675 5.475 4.932 4.670 4.613 4.620 4.632
0.00031003 -1.70000 10.07918 0.7420605421 2.3966283179    0.741  0.084  3.8005  4.378    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -2.17e-14      0.00 8.576e-01 1.421e-01 3.811e-05 1.046e-05 9.552e-05 -1.000 2.239e-04 4.559 5.346 4.810 4.558 4.505 4.516 4.528
0.00031003 -1.70000 10.07918 0.7490150332 2.3994887182    0.748  0.133  3.8033  4.344    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -6.26e-14      0.00 8.605e-01 1.392e-01 3.750e-05 1.032e-05 9.425e-05 -1.000 2.473e-04 4.437 5.212 4.680 4.438 4.390 4.403 4.416
0.00031003 -1.70000 10.07918 0.7500000000 2.3998889087    0.749  0.141  3.8036  4.339    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-13      0.00 8.609e-01 1.389e-01 3.742e-05 1.030e-05 9.408e-05 -1.000 2.478e-04 4.419 5.193 4.660 4.420 4.373 4.386 4.400
0.00031003 -1.70000 10.07918 0.7538669109 2.4014484069    0.753  0.169  3.8052  4.319    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-13      0.00 8.615e-01 1.382e-01 3.736e-05 1.028e-05 9.397e-05 -1.000 2.437e-04 4.347 5.114 4.584 4.350 4.305 4.320 4.334
0.00031003 -1.70000 10.07918 0.7604253292 2.4040517165    0.760  0.221  3.8077  4.280    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-13      0.00 8.625e-01 1.373e-01 3.728e-05 1.026e-05 9.384e-05 -1.000 1.957e-04 4.217 4.973 4.447 4.222 4.181 4.198 4.213
0.00031003 -1.70000 10.07918 0.7664265037 2.4063889957    0.766  0.273  3.8097  4.240    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-13      0.00 8.633e-01 1.365e-01 3.722e-05 1.025e-05 9.378e-05 -1.000 2.042e-04 4.088 4.836 4.311 4.094 4.057 4.076 4.091
0.00031003 -1.70000 10.07918 0.7720167637 2.4085286843    0.771  0.324  3.8111  4.197    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-13      0.00 8.628e-01 1.370e-01 3.742e-05 1.031e-05 9.432e-05 -1.000 2.143e-04 3.960 4.702 4.178 3.967 3.932 3.953 3.968
0.00031003 -1.70000 10.07918 0.7758466601 2.4099741375    0.775  0.361  3.8116  4.165    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-13      0.00 8.621e-01 1.377e-01 3.763e-05 1.037e-05 9.483e-05 -1.000 2.208e-04 3.868 4.606 4.083 3.874 3.840 3.861 3.877
0.00031003 -1.70000 10.07918 0.7771732211 2.4104709805    0.776  0.375  3.8115  4.151    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-13      0.00 8.618e-01 1.379e-01 3.770e-05 1.039e-05 9.502e-05 -1.000 2.221e-04 3.832 4.571 4.047 3.838 3.804 3.825 3.841
0.00031003 -1.70000 10.07918 0.7823213339 2.4123807892    0.781  0.434  3.8101  4.089    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.45e-13      0.00 8.609e-01 1.389e-01 3.799e-05 1.047e-05 9.575e-05 -1.000 2.269e-04 3.685 4.427 3.901 3.689 3.654 3.673 3.689
0.00031003 -1.70000 10.07918 0.7862266898 2.4138103998    0.785  0.485  3.8071  4.028    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.16e-13      0.00 8.601e-01 1.397e-01 3.820e-05 1.053e-05 9.631e-05 -1.000 2.306e-04 3.557 4.309 3.778 3.557 3.518 3.535 3.549
0.00031003 -1.70000 10.07918 0.7868916988 2.4140522102    0.786  0.495  3.8063  4.016    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.33e-13      0.00 8.600e-01 1.398e-01 3.824e-05 1.054e-05 9.640e-05 -1.000 2.313e-04 3.534 4.288 3.755 3.532 3.492 3.508 3.522
0.00031003 -1.70000 10.07918 0.7875570655 2.4142936808    0.786  0.505  3.8052  4.001    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.51e-13      0.00 8.599e-01 1.399e-01 3.828e-05 1.055e-05 9.649e-05 -1.000 2.318e-04 3.507 4.266 3.731 3.505 3.463 3.478 3.492
0.00031003 -1.70000 10.07918 0.7897922397 2.4151014310    0.788  0.543  3.8002  3.945    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.22e-13      0.00 8.594e-01 1.403e-01 3.840e-05 1.058e-05 9.681e-05 -1.000 2.339e-04 3.413 4.189 3.646 3.405 3.356 3.366 3.378
0.00031003 -1.70000 10.07918 0.7914998531 2.4157149967    0.790  0.577  3.7943  3.888    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.01e-13      0.00 8.589e-01 1.409e-01 3.858e-05 1.063e-05 9.725e-05 -1.000 2.356e-04 3.329 4.130 3.575 3.316 3.258 3.262 3.272
0.00031003 -1.70000 10.07918 0.7928357124 2.4161928684    0.791  0.607  3.7870  3.829    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.89e-13      0.00 8.575e-01 1.422e-01 3.900e-05 1.075e-05 9.832e-05 -1.000 2.407e-04 3.253 4.086 3.517 3.234 3.165 3.162 3.169
